national_id,first_name,paternal_last_name,maternal_last_name,death_date,age,genre,death_place,source,cause,geo_code,marital
59094606,Seve,Juan,Cortés,2023-04-10,28,M,Hospital,Hospital Regional,COVID-19,040101,Divorciado
11416778,Aarón,Zabala,Cerezo,2023-08-13,54,M,Domicilio,RENIEC,Insuficiencia renal,020101,Viudo
48488577,Adora,Aguirre,Téllez,2024-09-30,55,F,Clínica,Municipalidad,Cáncer,120101,Divorciado
50213043,Agapito,Ros,Marco,2022-08-28,85,M,Hospital,MINSA,Neumonía,160101,Casado
10968781,Carlota,Pereira,Fabregat,2024-03-11,84,F,Domicilio,Municipalidad,Neumonía,230101,Soltero
85236332,Ulises,Prat,Iborra,2022-01-29,66,M,Domicilio,Municipalidad,Accidente de tránsito,140101,Casado
96703417,Rosario,Pineda,Giménez,2022-12-05,95,F,Vía pública,Municipalidad,COVID-19,040101,Casado
20631350,Telmo,Heras,Villanueva,2023-01-01,52,F,Domicilio,MINSA,COVID-19,240101,Casado
48208680,Florencia,Leiva,Rey,2022-04-16,51,M,Hospital,MINSA,Accidente de tránsito,150101,Casado
19189076,Germán,Cerezo,Manjón,2021-08-17,39,F,Vía pública,Municipalidad,Cáncer,230101,Soltero
95482292,Xavier,Santamaría,Lladó,2024-11-15,25,M,Domicilio,MINSA,Infarto,120101,Viudo
35204672,Miguel Ángel,Aliaga,Cornejo,2021-02-10,84,M,Hospital,Municipalidad,Accidente laboral,150101,Soltero
81802559,Alfredo,Estevez,Calatayud,2023-02-02,10,F,Domicilio,RENIEC,Cáncer,110101,Soltero
46130759,Edgardo,Ríos,Aguiló,2022-09-02,50,M,Clínica,RENIEC,Neumonía,170101,Soltero
22106034,Eutropio,Alcolea,Uriarte,2022-07-15,66,F,Vía pública,RENIEC,Accidente de tránsito,220101,Soltero
55890766,Sosimo,Mesa,Valentín,2023-11-06,98,F,Domicilio,Municipalidad,Accidente laboral,140101,Divorciado
72234675,Josefina,Angulo,Murillo,2021-05-16,27,M,Hospital,MINSA,Accidente de tránsito,120101,Divorciado
29607576,Basilio,Larrea,Poza,2021-04-18,52,F,Hospital,Municipalidad,Neumonía,110101,Soltero
82905989,Adoración,Escudero,Fernandez,2022-10-25,40,F,Vía pública,MINSA,COVID-19,200101,Viudo
61214452,Patricia,Alberola,Carro,2022-10-22,60,F,Domicilio,RENIEC,Insuficiencia renal,220101,Soltero
61646699,María Manuela,Salazar,Huertas,2020-12-22,94,M,Clínica,Hospital Regional,Neumonía,060101,Viudo
36733470,Édgar,Burgos,Vázquez,2022-06-18,81,F,Hospital,MINSA,Accidente laboral,030101,Divorciado
73461570,Roque,Miguel,Moraleda,2022-01-14,1,F,Domicilio,Hospital Regional,Infarto,140101,Viudo
94444996,Luisa,Arnal,Viñas,2021-09-23,26,M,Vía pública,Hospital Regional,Accidente laboral,230101,Divorciado
43999060,Alicia,Martín,Fiol,2023-10-03,4,F,Hospital,Municipalidad,Cáncer,050101,Viudo
16991067,Rosario,Gibert,Carbajo,2022-09-12,91,F,Hospital,MINSA,Insuficiencia renal,120101,Soltero
94947603,Toño,Morata,Alcolea,2022-02-10,45,F,Domicilio,Municipalidad,Insuficiencia renal,150101,Soltero
47057520,Daniela,Carretero,Priego,2022-10-04,82,M,Vía pública,MINSA,Infarto,060101,Casado
11198544,Aristides,Talavera,Cortina,2023-11-06,80,F,Domicilio,RENIEC,Infarto,210101,Casado
22009789,Jose Ramón,Criado,Valero,2021-06-19,66,M,Vía pública,Hospital Regional,Cáncer,160101,Casado
93033107,Nilo,Barreda,Barreda,2023-09-18,33,M,Domicilio,Hospital Regional,Accidente de tránsito,040101,Divorciado
96513378,Fabio,Campo,Casas,2024-11-02,47,M,Vía pública,Municipalidad,Accidente laboral,190101,Casado
41229060,Maximiliano,Olivera,Ródenas,2022-05-01,2,M,Clínica,RENIEC,Cáncer,130101,Viudo
12865928,Jennifer,Pina,Palma,2021-11-01,89,M,Hospital,Municipalidad,Neumonía,050101,Viudo
43647879,Trini,Ariza,Toro,2024-05-30,19,M,Domicilio,MINSA,Neumonía,250101,Soltero
85031037,Macario,Trillo,Falcó,2025-07-05,91,F,Vía pública,Municipalidad,Infarto,140101,Casado
35048615,Candelaria,Oliveras,Morales,2024-09-03,24,F,Domicilio,Municipalidad,Cáncer,200101,Divorciado
46953423,Rufina,Cueto,Bayón,2025-03-17,26,M,Domicilio,MINSA,Cáncer,210101,Divorciado
30807167,Vinicio,Marqués,Lago,2025-04-18,18,M,Domicilio,Hospital Regional,Accidente de tránsito,220101,Divorciado
59273033,Wilfredo,Abascal,Velasco,2023-11-30,31,F,Vía pública,RENIEC,Infarto,160101,Casado
34901990,Sol,Alfonso,Pascual,2022-09-20,41,F,Clínica,Municipalidad,Insuficiencia renal,050101,Viudo
53042832,Lorena,Barroso,Ponce,2022-04-21,9,M,Hospital,RENIEC,COVID-19,140101,Divorciado
80339453,Isabela,Valencia,Correa,2023-02-05,45,M,Hospital,Hospital Regional,Neumonía,220101,Divorciado
53298644,Sebastián,Montserrat,Cano,2021-07-05,38,F,Domicilio,MINSA,Neumonía,080101,Casado
80222787,Genoveva,Batlle,Arranz,2021-10-17,33,M,Vía pública,Hospital Regional,Cáncer,200101,Soltero
33976493,Samanta,Angulo,Franch,2021-08-07,40,F,Clínica,Hospital Regional,Infarto,100101,Soltero
75145297,Gregorio,Cabeza,Antón,2025-07-19,16,F,Domicilio,Hospital Regional,Cáncer,020101,Viudo
96134450,Piedad,Pont,Trillo,2025-02-28,78,F,Domicilio,Municipalidad,Accidente de tránsito,100101,Divorciado
93747900,Judith,Jaén,Avilés,2023-10-22,97,M,Vía pública,RENIEC,Accidente de tránsito,200101,Soltero
39624910,Eloísa,Belda,Alberto,2022-06-19,29,M,Hospital,Municipalidad,COVID-19,210101,Divorciado
98013189,Amparo,Bernal,Solé,2021-03-16,55,M,Vía pública,RENIEC,Cáncer,110101,Divorciado
58442674,Celestina,Ricart,Peinado,2021-03-09,58,F,Hospital,MINSA,Infarto,110101,Soltero
92803389,Juan Pablo,Ángel,Armas,2021-04-15,26,F,Clínica,MINSA,Insuficiencia renal,170101,Viudo
50789378,Casemiro,Garzón,Vives,2021-07-07,72,M,Hospital,MINSA,Cáncer,040101,Casado
23586205,Luciana,Guardia,Pol,2022-04-20,98,F,Hospital,Hospital Regional,Infarto,020101,Soltero
35920053,Begoña,Ibarra,Escamilla,2025-06-09,50,F,Hospital,Hospital Regional,Accidente de tránsito,150101,Soltero
84912498,Severo,Camacho,Palma,2024-08-04,58,F,Vía pública,Hospital Regional,Neumonía,240101,Soltero
99287317,Teófilo,Calvet,Diaz,2022-03-23,42,M,Vía pública,Hospital Regional,Insuficiencia renal,190101,Casado
83815115,Samu,Vargas,Nebot,2022-01-13,27,M,Domicilio,Hospital Regional,Accidente laboral,080101,Soltero
81658908,Eli,Salazar,Ortuño,2023-05-16,70,F,Hospital,Municipalidad,COVID-19,210101,Casado
83830667,Moreno,Peral,Revilla,2024-05-08,98,F,Hospital,RENIEC,Accidente laboral,130101,Casado
53412847,Emelina,Hernandez,Gargallo,2023-11-18,49,F,Domicilio,MINSA,Infarto,020101,Divorciado
83851788,Ángeles,Izquierdo,Palomino,2024-07-15,55,F,Clínica,Hospital Regional,Insuficiencia renal,250101,Viudo
70062404,Régulo,Abad,Aramburu,2023-02-09,65,M,Vía pública,Municipalidad,Cáncer,160101,Viudo
89961933,Alcides,Villaverde,Cepeda,2023-04-04,72,F,Hospital,Municipalidad,Accidente laboral,110101,Casado
10881653,Marcelo,Girona,Garmendia,2023-05-15,55,F,Hospital,RENIEC,Neumonía,100101,Divorciado
12912708,María Pilar,Llorente,Vidal,2025-06-03,86,M,Clínica,Municipalidad,Neumonía,230101,Soltero
86593789,Ángeles,Cortes,Busquets,2021-01-04,37,F,Vía pública,RENIEC,Accidente laboral,160101,Viudo
71789789,Pelayo,Costa,Chacón,2022-12-11,19,M,Domicilio,MINSA,Neumonía,050101,Viudo
59269031,Tamara,Iborra,Guijarro,2022-11-14,72,M,Hospital,RENIEC,Neumonía,250101,Divorciado
50305910,Cirino,Pulido,Gelabert,2021-05-06,52,M,Vía pública,Hospital Regional,COVID-19,120101,Soltero
53579429,Mónica,Tolosa,Duran,2024-11-04,98,M,Hospital,Municipalidad,Accidente de tránsito,210101,Divorciado
87340611,Oriana,Bustos,Mas,2021-01-03,5,M,Vía pública,Hospital Regional,COVID-19,190101,Divorciado
87347488,Rico,Bermudez,Barba,2023-07-14,96,F,Domicilio,Hospital Regional,Accidente laboral,210101,Casado
56698401,Serafina,Rovira,Riera,2021-09-18,23,M,Domicilio,RENIEC,Cáncer,180101,Soltero
40429530,Mariana,Alberdi,Piñeiro,2021-02-24,0,F,Hospital,RENIEC,Accidente de tránsito,230101,Divorciado
50907334,Azucena,Armengol,Montaña,2025-04-13,58,F,Vía pública,Hospital Regional,Neumonía,220101,Viudo
85821325,Eutimio,Morillo,Vallés,2022-07-26,88,F,Domicilio,RENIEC,Accidente de tránsito,200101,Soltero
30561818,Aureliano,Pozo,Salinas,2025-08-01,24,M,Hospital,MINSA,Accidente laboral,150101,Casado
77743626,Cipriano,Girona,Rosales,2023-02-26,61,M,Clínica,Municipalidad,Accidente laboral,230101,Casado
62925057,Eusebio,Catalán,Navarrete,2021-05-23,11,F,Vía pública,MINSA,Cáncer,050101,Soltero
73868130,Concha,Avilés,Pujol,2022-12-03,14,M,Clínica,Municipalidad,Cáncer,160101,Soltero
21419108,Sabas,Valls,Rovira,2021-10-19,57,M,Clínica,Hospital Regional,Neumonía,060101,Soltero
28102047,Alicia,Figuerola,Torrents,2024-01-20,42,M,Hospital,Municipalidad,Cáncer,160101,Viudo
97543303,Concha,Ferrández,Zamora,2022-10-14,4,F,Vía pública,Municipalidad,Neumonía,190101,Divorciado
42522981,Calixto,Larrea,Ropero,2023-06-10,29,M,Hospital,Municipalidad,Neumonía,100101,Soltero
87311859,Chuy,Capdevila,Riba,2024-04-16,34,F,Vía pública,RENIEC,Cáncer,220101,Viudo
59025393,Pablo,Farré,Montes,2023-08-15,57,F,Hospital,MINSA,COVID-19,130101,Divorciado
89708841,Gabriela,Amador,Mayol,2022-02-16,44,F,Clínica,MINSA,Neumonía,240101,Viudo
56938140,Encarnita,Salamanca,Coello,2024-06-08,77,F,Clínica,Hospital Regional,Insuficiencia renal,060101,Divorciado
16023362,Ámbar,Guillen,Flores,2023-11-14,86,F,Vía pública,MINSA,Neumonía,130101,Viudo
30936786,Marita,Boada,Capdevila,2021-02-25,88,M,Vía pública,MINSA,Accidente de tránsito,130101,Casado
42621391,Estela,Coloma,Maestre,2020-10-21,77,F,Hospital,Municipalidad,Cáncer,020101,Casado
56073103,Joaquina,Cantero,Mayol,2024-07-08,26,M,Hospital,Hospital Regional,COVID-19,110101,Casado
73242092,Alonso,Mármol,Gallart,2025-04-07,22,M,Hospital,Hospital Regional,Cáncer,250101,Casado
38437423,Herminio,Zabala,Jordán,2025-05-11,15,M,Vía pública,Hospital Regional,COVID-19,110101,Soltero
74830696,Esther,Cid,Alfaro,2023-11-23,98,F,Clínica,RENIEC,Insuficiencia renal,080101,Divorciado
88249598,Vicenta,Zurita,Arranz,2022-11-11,58,M,Hospital,RENIEC,Accidente laboral,180101,Soltero
32859916,Benito,Luz,Font,2022-12-30,64,M,Clínica,RENIEC,Accidente laboral,130101,Viudo
17124981,Adela,Aguirre,Batlle,2023-12-30,20,F,Vía pública,Municipalidad,Insuficiencia renal,250101,Casado
98633740,Kike,Palomino,Campos,2020-11-07,82,F,Domicilio,MINSA,Infarto,130101,Divorciado
49258091,Rufina,Pomares,Guardia,2023-12-05,53,M,Clínica,Municipalidad,COVID-19,020101,Casado
78255127,Leire,Cabezas,Moles,2024-10-23,10,F,Domicilio,Municipalidad,COVID-19,230101,Casado
90142265,Bernardita,Borja,Estrada,2022-05-19,19,F,Clínica,MINSA,Accidente laboral,050101,Divorciado
77196215,Zacarías,Almeida,Ariño,2022-10-17,52,F,Domicilio,RENIEC,Cáncer,200101,Soltero
81056927,Marcos,Múgica,Trillo,2024-01-14,91,M,Hospital,Hospital Regional,COVID-19,060101,Casado
31072888,Alejandro,Oliver,Ortiz,2023-09-18,55,M,Vía pública,RENIEC,Insuficiencia renal,230101,Casado
93917080,Marciano,Guzman,Vallejo,2023-01-14,73,M,Domicilio,Municipalidad,Cáncer,240101,Viudo
18322800,Eufemia,Jiménez,Pombo,2020-12-09,92,F,Domicilio,RENIEC,Accidente laboral,120101,Casado
84482698,Lino,Gomis,Cordero,2023-08-06,89,F,Vía pública,MINSA,Neumonía,220101,Divorciado
62726977,Gala,Cervantes,Bonilla,2023-12-10,89,F,Vía pública,MINSA,COVID-19,040101,Soltero
79889565,Irene,Gordillo,Rincón,2022-09-25,68,F,Vía pública,MINSA,Neumonía,180101,Viudo
86893142,Ezequiel,Roldan,Miguel,2023-06-29,27,M,Domicilio,Hospital Regional,Accidente laboral,230101,Casado
70286467,Candela,Catalá,Gabaldón,2021-11-13,2,M,Domicilio,MINSA,Accidente laboral,020101,Divorciado
87984620,Camila,Francisco,Cervera,2023-04-27,64,M,Hospital,Hospital Regional,COVID-19,230101,Viudo
80303981,Virginia,Cepeda,Ropero,2021-12-03,15,M,Hospital,Municipalidad,COVID-19,190101,Soltero
98077934,Clara,Cruz,Moll,2021-04-07,58,F,Clínica,MINSA,COVID-19,020101,Viudo
84804948,Berta,Carrasco,Espinosa,2023-05-23,85,M,Vía pública,MINSA,Infarto,100101,Casado
29531743,Lucía,Andreu,Montalbán,2024-03-18,99,F,Vía pública,RENIEC,Accidente de tránsito,050101,Divorciado
65197277,Marcio,Salazar,Llanos,2021-12-25,10,M,Hospital,Municipalidad,Accidente de tránsito,160101,Casado
35224021,Custodio,Catalá,Esteban,2020-11-29,57,M,Domicilio,Municipalidad,Neumonía,180101,Divorciado
92138779,Encarnita,Lasa,Gual,2022-08-31,33,F,Vía pública,Municipalidad,Insuficiencia renal,160101,Divorciado
40992534,Jacinta,Amo,Palomar,2021-05-13,20,M,Clínica,Municipalidad,Insuficiencia renal,030101,Casado
73968467,Eloy,Vallés,Somoza,2023-11-14,90,M,Clínica,Municipalidad,Cáncer,080101,Casado
34692904,Reyes,Ponce,Tur,2024-09-20,71,F,Hospital,Municipalidad,Infarto,250101,Viudo
28456645,Fernando,Ferrando,Gonzalo,2020-12-18,73,F,Hospital,MINSA,Infarto,110101,Viudo
64839908,María Cristina,Alcolea,Lerma,2024-03-15,47,F,Domicilio,Municipalidad,Infarto,200101,Casado
39870720,Manuelita,Franco,Fuente,2021-04-02,100,F,Hospital,Hospital Regional,COVID-19,130101,Casado
33767033,Áurea,Saavedra,Trillo,2023-06-15,94,F,Hospital,RENIEC,Neumonía,110101,Soltero
71410640,Susana,Huerta,Roma,2024-02-18,5,F,Vía pública,Hospital Regional,Neumonía,030101,Viudo
15613827,Ema,Pintor,Milla,2024-01-16,100,F,Vía pública,MINSA,Accidente laboral,200101,Divorciado
92074794,Manuelita,Zapata,Arenas,2025-02-12,97,F,Vía pública,MINSA,Accidente laboral,100101,Soltero
24672184,Vito,Saura,Arnal,2022-10-12,79,F,Vía pública,MINSA,Cáncer,100101,Soltero
79619091,Brígida,Priego,Ariza,2025-06-07,85,F,Domicilio,RENIEC,Accidente laboral,210101,Soltero
61995659,Ascensión,Avilés,Falcó,2023-03-02,73,F,Hospital,RENIEC,Accidente de tránsito,220101,Soltero
68995922,Rómulo,Mayo,Macias,2024-08-12,72,M,Vía pública,RENIEC,Infarto,240101,Casado
32345453,Telmo,Mariscal,Ballester,2025-02-01,2,F,Clínica,MINSA,Accidente laboral,190101,Divorciado
29091078,Abigaíl,Sans,Botella,2024-12-12,10,F,Vía pública,RENIEC,Cáncer,150101,Viudo
25189633,Geraldo,Cerdá,Pozuelo,2024-03-16,55,M,Vía pública,RENIEC,Accidente laboral,170101,Viudo
53414191,Virgilio,Amaya,Escamilla,2024-07-19,48,F,Hospital,RENIEC,Infarto,180101,Casado
89230801,Teófila,Franch,Sanz,2021-06-16,36,M,Clínica,Hospital Regional,Accidente laboral,040101,Casado
43565477,Moisés,Céspedes,Casals,2021-06-19,39,F,Clínica,RENIEC,Neumonía,100101,Casado
25322958,Lara,Sancho,Parejo,2021-06-01,3,M,Domicilio,Municipalidad,Infarto,100101,Casado
80305568,Laura,Plana,Vidal,2022-01-18,52,F,Domicilio,Municipalidad,Accidente laboral,250101,Soltero
60825385,Carmelita,Pintor,Arranz,2022-02-21,25,M,Clínica,Municipalidad,Neumonía,170101,Divorciado
54988861,Clarisa,Conesa,Cámara,2021-12-02,14,F,Hospital,Hospital Regional,Cáncer,180101,Divorciado
34007090,María José,Aznar,Rivas,2023-04-24,8,F,Hospital,Municipalidad,Insuficiencia renal,140101,Soltero
51542843,Luna,Salmerón,Malo,2022-03-24,34,M,Clínica,MINSA,COVID-19,190101,Divorciado
25777827,Trini,Catalá,Franco,2020-09-19,57,M,Clínica,MINSA,COVID-19,180101,Casado
93558632,María Del Carmen,Isern,Alberola,2024-08-03,100,M,Vía pública,Municipalidad,Infarto,150101,Divorciado
76790446,Rita,Valenzuela,Adán,2024-11-20,79,F,Clínica,RENIEC,Infarto,160101,Viudo
41927492,Isaac,Tamarit,Santiago,2024-03-06,76,F,Vía pública,Hospital Regional,Accidente laboral,230101,Casado
69307507,Cebrián,Agudo,Hierro,2025-05-06,74,F,Hospital,MINSA,Insuficiencia renal,180101,Soltero
47327686,Estefanía,Galiano,Avilés,2022-04-06,38,M,Vía pública,RENIEC,Accidente laboral,200101,Viudo
29898606,Bartolomé,Oller,Arco,2021-12-04,55,M,Domicilio,Hospital Regional,Insuficiencia renal,120101,Divorciado
14352961,Guadalupe,Martín,Muñoz,2021-06-08,34,M,Domicilio,Hospital Regional,Accidente de tránsito,030101,Viudo
16580878,César,Riera,Escalona,2022-01-23,2,M,Hospital,Municipalidad,Infarto,150101,Casado
48168910,Emiliana,Elías,Sarabia,2025-08-12,52,F,Vía pública,RENIEC,Accidente laboral,230101,Soltero
58343701,Andrés Felipe,Buendía,Martínez,2023-06-08,68,M,Vía pública,RENIEC,COVID-19,060101,Viudo
59468550,Tomasa,Pinilla,Bauzà,2024-04-28,49,M,Hospital,RENIEC,Cáncer,110101,Casado
83882978,Berto,Marco,Sotelo,2021-11-01,56,M,Clínica,RENIEC,Accidente laboral,120101,Viudo
26377680,Jordana,Llobet,Mur,2025-03-04,24,M,Domicilio,MINSA,Accidente de tránsito,160101,Viudo
65533646,Beatriz,Gallego,Gallart,2021-03-08,4,F,Vía pública,MINSA,Infarto,130101,Divorciado
24670297,Concha,Ángel,Bonilla,2024-10-20,14,F,Vía pública,MINSA,Neumonía,130101,Casado
91171931,Modesta,Madrigal,Roldán,2023-05-20,8,M,Hospital,MINSA,COVID-19,190101,Casado
44850980,Begoña,Otero,Castilla,2025-06-23,66,F,Clínica,RENIEC,Insuficiencia renal,240101,Viudo
76625267,Aurora,Valenciano,Ugarte,2022-03-21,87,F,Hospital,Municipalidad,Insuficiencia renal,240101,Soltero
91793056,Joan,Manrique,Ferrer,2020-09-13,41,F,Vía pública,Hospital Regional,Infarto,240101,Divorciado
25865493,Amado,Sola,Carranza,2022-06-15,63,F,Hospital,MINSA,Infarto,120101,Divorciado
92585240,Severino,Riba,Arroyo,2023-07-13,68,F,Domicilio,RENIEC,Cáncer,130101,Viudo
56929234,Charo,Garay,Alberdi,2022-05-27,10,M,Clínica,Municipalidad,Infarto,140101,Casado
47799296,José Manuel,Bauzà,Mena,2023-03-30,21,F,Domicilio,RENIEC,Insuficiencia renal,230101,Soltero
78006730,Carmelita,Morante,Aguado,2021-08-28,3,F,Vía pública,RENIEC,Neumonía,230101,Viudo
54732472,Néstor,Prieto,Andres,2022-03-08,32,M,Hospital,Municipalidad,Accidente de tránsito,100101,Soltero
36040330,Natalio,Neira,Tello,2024-09-22,42,M,Hospital,Municipalidad,Accidente laboral,250101,Divorciado
14772547,Flavia,Cerdán,Tirado,2022-01-04,74,M,Hospital,RENIEC,Infarto,060101,Viudo
94181424,Édgar,Naranjo,Sevillano,2024-03-18,88,M,Clínica,RENIEC,Accidente laboral,030101,Soltero
17519183,Petrona,Vázquez,Marí,2025-06-30,38,F,Hospital,RENIEC,Insuficiencia renal,080101,Soltero
52346074,Catalina,Alfonso,Galindo,2025-08-07,37,F,Vía pública,RENIEC,Neumonía,050101,Casado
54522609,Nerea,Otero,Batalla,2021-12-16,76,M,Vía pública,Municipalidad,Cáncer,050101,Soltero
47642707,Priscila,Anguita,Nicolau,2023-11-18,43,M,Vía pública,Hospital Regional,Neumonía,130101,Soltero
