national_id,first_name,paternal_last_name,maternal_last_name,death_date,age,genre,death_place,source,cause,geo_code,marital
65682626,Saturnino,Muro,Solano,2024-03-23,37,M,Clínica,Hospital Regional,Insuficiencia renal,020101,Divorciado
18357162,Hilario,Rivera,Porras,2025-08-28,9,M,Domicilio,MINSA,Cáncer,250101,Casado
12621534,Rocío,Pintor,Tapia,2020-09-27,82,M,Domicilio,MINSA,Infarto,080101,Casado
57212267,Marc,Porta,Rius,2025-04-08,39,F,Vía pública,RENIEC,Cáncer,020101,Divorciado
83300637,Nereida,Giménez,Torrents,2022-07-22,34,F,Vía pública,RENIEC,Neumonía,080101,Divorciado
46632757,Tristán,Torralba,Andres,2023-12-31,94,F,Domicilio,RENIEC,Infarto,140101,Soltero
55114543,Guiomar,Quiroga,Dalmau,2024-08-31,97,F,Hospital,MINSA,Cáncer,170101,Divorciado
27129912,Esther,Amores,Prada,2025-06-28,35,M,Vía pública,Municipalidad,Infarto,160101,Viudo
98986321,Amando,Blanes,Romero,2021-11-04,52,F,Domicilio,RENIEC,Accidente laboral,210101,Viudo
71968116,Germán,Ayllón,Juan,2023-11-30,52,F,Domicilio,Municipalidad,Accidente laboral,180101,Soltero
53936531,Héctor,Sanz,Morillo,2023-07-24,58,M,Domicilio,Hospital Regional,COVID-19,250101,Divorciado
60885459,Leopoldo,Robles,Iniesta,2021-05-21,65,M,Vía pública,Municipalidad,Infarto,130101,Viudo
73123515,Alejo,Azorin,Olmo,2022-08-06,79,F,Vía pública,RENIEC,Accidente de tránsito,120101,Casado
97260863,Bruno,Arjona,Anguita,2022-10-17,36,F,Vía pública,RENIEC,Infarto,230101,Casado
36757737,Primitiva,Almagro,Corominas,2022-09-20,90,M,Domicilio,RENIEC,Neumonía,050101,Soltero
26941092,Ainara,Carbó,Gibert,2024-08-23,28,M,Vía pública,RENIEC,Insuficiencia renal,200101,Divorciado
44392446,María Fernanda,Peinado,Diez,2021-08-30,91,F,Domicilio,Municipalidad,Accidente laboral,160101,Divorciado
31980274,María,Campoy,Amigó,2023-05-06,31,F,Clínica,Municipalidad,Accidente de tránsito,220101,Casado
87282128,Inés,Perez,Puente,2022-05-18,8,F,Vía pública,Hospital Regional,Accidente laboral,170101,Viudo
20200074,Dora,Herrero,Cal,2023-04-03,0,F,Domicilio,Municipalidad,Accidente laboral,200101,Divorciado
90585882,Noa,Carrillo,Armengol,2023-08-23,68,F,Domicilio,Hospital Regional,Neumonía,180101,Divorciado
81503856,Tiburcio,Pellicer,Bayón,2024-12-28,58,F,Clínica,MINSA,Neumonía,060101,Casado
96911784,Néstor,Alberola,Rivera,2024-11-10,99,F,Hospital,Hospital Regional,Insuficiencia renal,160101,Divorciado
24165187,Toribio,Paredes,Segura,2021-12-28,49,M,Vía pública,RENIEC,Accidente de tránsito,170101,Viudo
68450095,Gabriel,Vélez,León,2025-04-08,12,F,Hospital,Municipalidad,Infarto,200101,Divorciado
74893936,Adela,Ruano,Ledesma,2023-06-07,83,M,Hospital,Municipalidad,Accidente laboral,120101,Viudo
42949803,Paulina,Bolaños,Lorenzo,2024-07-10,79,F,Hospital,Hospital Regional,Accidente laboral,240101,Divorciado
42730796,Maricela,Sobrino,Pinilla,2023-07-21,40,F,Hospital,RENIEC,Accidente de tránsito,230101,Viudo
13852048,Ana Belén,Morcillo,Espada,2024-11-01,29,M,Vía pública,RENIEC,Accidente laboral,230101,Soltero
38470244,Pedro,Jordán,Niño,2023-01-25,56,M,Domicilio,RENIEC,Infarto,100101,Soltero
90014570,Judith,Llorente,Agustín,2025-01-31,37,F,Domicilio,Municipalidad,Accidente de tránsito,140101,Divorciado
35643159,Che,Hernández,Ramos,2024-11-04,72,M,Clínica,MINSA,Infarto,220101,Divorciado
84514489,Marta,Hernandez,Tamayo,2024-11-11,79,M,Vía pública,MINSA,Accidente de tránsito,030101,Viudo
70152969,Mónica,Alemany,Buendía,2023-03-12,58,F,Hospital,Municipalidad,COVID-19,240101,Casado
39742165,Sandalio,Hervia,Medina,2025-08-20,9,F,Domicilio,Hospital Regional,Insuficiencia renal,050101,Viudo
59529086,Ainara,Núñez,Roig,2025-05-15,58,F,Clínica,Municipalidad,Accidente laboral,160101,Soltero
54398056,Pastor,Santiago,Lillo,2023-04-19,30,F,Domicilio,Hospital Regional,Insuficiencia renal,020101,Soltero
43742830,Jerónimo,Carrillo,Fernández,2023-05-17,84,F,Domicilio,RENIEC,Neumonía,240101,Soltero
26046365,Manuelita,Esteve,Feliu,2022-07-13,77,F,Domicilio,MINSA,Neumonía,110101,Casado
74988034,Leonel,Zamorano,Luna,2021-07-18,81,M,Domicilio,MINSA,Insuficiencia renal,250101,Soltero
36054020,Manu,Gordillo,Paniagua,2022-03-20,39,F,Hospital,Hospital Regional,Insuficiencia renal,200101,Soltero
50569669,Alberto,Castañeda,Lledó,2021-01-28,37,F,Vía pública,MINSA,Accidente de tránsito,200101,Viudo
17318358,Carolina,Manzano,Cases,2024-11-12,67,F,Clínica,Hospital Regional,Accidente laboral,160101,Viudo
23769080,Salud,Alberola,Luís,2024-09-06,95,F,Hospital,Municipalidad,Infarto,200101,Casado
74251933,Valero,Niño,Espinosa,2021-02-15,86,F,Domicilio,RENIEC,Accidente laboral,060101,Soltero
43887075,Rosalva,Tejedor,Carbonell,2021-03-31,33,M,Vía pública,Hospital Regional,Insuficiencia renal,240101,Viudo
63782042,Amparo,Benavent,Baeza,2021-12-24,74,F,Domicilio,RENIEC,Insuficiencia renal,140101,Divorciado
30024960,Obdulia,Mateu,Blázquez,2022-10-20,3,F,Clínica,RENIEC,Insuficiencia renal,030101,Viudo
25898299,Celestina,Rico,Gonzalez,2025-02-18,83,F,Hospital,MINSA,Infarto,080101,Viudo
61053474,Virgilio,Salas,Martinez,2024-05-03,63,M,Hospital,MINSA,Neumonía,200101,Divorciado
50987442,Cloe,Barrena,Cabezas,2022-06-16,58,F,Vía pública,MINSA,Cáncer,230101,Soltero
93955206,Héctor,Lamas,Bertrán,2022-01-09,62,F,Domicilio,RENIEC,Insuficiencia renal,110101,Casado
42194159,Fulgencio,Benavides,Crespi,2020-09-17,56,F,Clínica,Hospital Regional,Infarto,240101,Viudo
64830300,Virgilio,Soriano,Manuel,2020-12-19,69,F,Hospital,Municipalidad,COVID-19,130101,Soltero
41068214,Luis,Luna,Santiago,2021-04-18,58,M,Clínica,RENIEC,Infarto,100101,Casado
41329612,Ámbar,Lamas,Figuerola,2024-04-21,16,M,Hospital,MINSA,Neumonía,130101,Casado
25405014,Candelas,Gomila,Company,2022-12-13,42,M,Hospital,Hospital Regional,Accidente laboral,200101,Casado
29090631,Calixto,Barreda,Daza,2023-04-22,69,F,Clínica,RENIEC,Insuficiencia renal,150101,Casado
89865458,Marianela,Malo,Saavedra,2021-09-30,1,F,Clínica,Hospital Regional,Infarto,210101,Viudo
72907576,Jennifer,Mateu,Quevedo,2023-01-02,6,M,Vía pública,RENIEC,Insuficiencia renal,040101,Divorciado
77172238,Calista,Uribe,Río,2021-05-16,57,F,Hospital,Municipalidad,Neumonía,140101,Soltero
90267122,Aníbal,Rosales,Mora,2022-10-26,93,F,Vía pública,RENIEC,Infarto,160101,Divorciado
13471527,Ciriaco,Granados,Almansa,2022-12-25,54,M,Vía pública,Municipalidad,Infarto,040101,Viudo
87342561,Apolinar,Díez,Sosa,2025-02-07,77,M,Hospital,MINSA,COVID-19,220101,Viudo
97444123,Vasco,Lobo,Escudero,2025-09-01,48,F,Vía pública,Municipalidad,Infarto,250101,Casado
68503492,Fabiola,Téllez,Bou,2024-09-08,55,F,Clínica,Municipalidad,COVID-19,030101,Divorciado
56702542,Sebastian,Mínguez,Montesinos,2021-07-30,53,M,Domicilio,Municipalidad,COVID-19,240101,Viudo
31585546,Narciso,Requena,Valbuena,2023-02-21,47,M,Vía pública,RENIEC,Infarto,040101,Soltero
98930456,Salvador,Arco,Sanz,2021-06-09,55,M,Domicilio,MINSA,Neumonía,080101,Viudo
52213778,José Antonio,Morales,Carmona,2024-02-16,85,M,Vía pública,Hospital Regional,Accidente laboral,240101,Divorciado
79067939,Paloma,Abella,Sevilla,2024-03-15,92,M,Domicilio,Hospital Regional,COVID-19,250101,Casado
17275149,Godofredo,Villegas,Pardo,2024-12-05,19,F,Clínica,RENIEC,COVID-19,180101,Viudo
93940940,Vasco,Aznar,Frutos,2022-12-17,14,F,Clínica,Municipalidad,Accidente laboral,180101,Soltero
83715012,Eleuterio,Maestre,Ríos,2024-10-23,77,F,Hospital,MINSA,COVID-19,020101,Viudo
26297533,Ambrosio,Heras,Cuadrado,2023-05-02,44,M,Clínica,MINSA,Neumonía,240101,Divorciado
83932360,Alberto,Raya,Buendía,2022-08-08,8,M,Hospital,RENIEC,Insuficiencia renal,170101,Casado
25228493,Íñigo,Carpio,Correa,2024-12-05,48,F,Vía pública,Hospital Regional,Accidente de tránsito,110101,Viudo
49172995,Araceli,Llano,Ribes,2024-10-17,92,F,Hospital,RENIEC,Accidente de tránsito,210101,Soltero
73380266,Jose Francisco,Saura,Coca,2023-12-14,86,M,Domicilio,Municipalidad,Insuficiencia renal,050101,Divorciado
35583290,África,Verdejo,Cerezo,2021-04-13,77,F,Vía pública,Hospital Regional,Accidente de tránsito,170101,Soltero
47077298,María Teresa,Ribera,Nieto,2025-01-03,44,F,Hospital,Hospital Regional,Insuficiencia renal,240101,Divorciado
45859307,Otilia,Acedo,Luna,2023-03-25,67,F,Hospital,MINSA,Cáncer,220101,Soltero
88777447,Cruz,Tovar,Comas,2024-06-27,0,M,Domicilio,MINSA,Accidente laboral,200101,Viudo
82287061,Alondra,Ochoa,Márquez,2025-05-20,37,F,Hospital,RENIEC,Cáncer,050101,Casado
82937948,René,Sarabia,Montserrat,2022-04-18,16,F,Clínica,Hospital Regional,Infarto,060101,Soltero
42051937,Concha,Piñol,Guillen,2024-03-08,55,M,Vía pública,RENIEC,Accidente laboral,100101,Divorciado
15858241,Maximino,Suárez,Piquer,2023-12-22,73,F,Vía pública,Hospital Regional,Infarto,060101,Soltero
99078806,Mónica,Cornejo,Valbuena,2021-01-02,41,M,Vía pública,Hospital Regional,Infarto,050101,Soltero
26944487,Ani,Mármol,Cabrera,2024-06-07,31,F,Vía pública,RENIEC,Cáncer,020101,Viudo
23383077,Begoña,Saura,Alcántara,2021-11-30,28,F,Clínica,RENIEC,Neumonía,230101,Soltero
65026398,Sabina,Cortes,Benavides,2024-09-06,67,M,Domicilio,Hospital Regional,Insuficiencia renal,230101,Casado
45570755,Nilo,Puga,Bernat,2023-06-26,30,M,Clínica,Hospital Regional,Accidente de tránsito,210101,Casado
81621574,Ricardo,Moliner,Torrents,2025-04-16,97,M,Clínica,Municipalidad,Cáncer,190101,Divorciado
14818295,Esmeralda,Bayona,Guitart,2023-02-18,87,F,Domicilio,MINSA,Cáncer,040101,Divorciado
40532691,Margarita,Botella,Roura,2021-07-11,56,F,Domicilio,RENIEC,COVID-19,170101,Soltero
95060193,Juliana,Cabrera,Salcedo,2022-02-07,39,F,Vía pública,RENIEC,Infarto,110101,Viudo
50193656,Vera,Andres,Arteaga,2023-06-13,9,M,Vía pública,Municipalidad,Neumonía,180101,Soltero
17532195,Lázaro,Palmer,Perera,2024-05-09,57,M,Domicilio,Municipalidad,Neumonía,200101,Soltero
29538047,Jose Ignacio,Requena,Escolano,2022-02-19,57,M,Domicilio,RENIEC,Neumonía,230101,Casado
33497411,Cayetano,Piñeiro,Hernando,2024-12-03,5,M,Vía pública,Municipalidad,Neumonía,170101,Casado
88270025,Eric,Guerra,Serra,2022-11-07,46,F,Domicilio,Municipalidad,Cáncer,100101,Soltero
71682508,José Mari,Agustí,Sola,2023-02-19,80,F,Hospital,Hospital Regional,Infarto,180101,Divorciado
83363160,Fausto,Benavent,Sala,2023-08-18,36,F,Clínica,Hospital Regional,Infarto,190101,Casado
88862539,Marcelino,Rodrigo,Ibáñez,2024-07-29,44,F,Vía pública,MINSA,Neumonía,040101,Viudo
50550084,Heliodoro,Planas,Tomas,2021-08-06,71,F,Domicilio,MINSA,Insuficiencia renal,240101,Soltero
41837210,Rico,Palomar,Marqués,2023-03-15,82,F,Domicilio,RENIEC,COVID-19,020101,Casado
12944682,Paula,Priego,Llobet,2020-10-04,27,F,Vía pública,MINSA,Accidente de tránsito,200101,Casado
85957706,Rosaura,Avilés,Valdés,2023-02-15,9,F,Hospital,RENIEC,Insuficiencia renal,100101,Casado
40885967,Elvira,Ortuño,Gilabert,2022-04-22,76,F,Clínica,MINSA,Accidente de tránsito,220101,Casado
93334601,Josué,Cerro,Caballero,2021-01-09,92,F,Hospital,Municipalidad,COVID-19,240101,Casado
51464269,Modesta,Saez,Aragonés,2025-08-14,56,F,Vía pública,MINSA,Neumonía,140101,Viudo
58970845,Lupita,Catalá,Bosch,2023-03-14,100,F,Clínica,Hospital Regional,Insuficiencia renal,190101,Divorciado
53851498,Mariana,Ribes,Echevarría,2022-05-25,59,F,Vía pública,Municipalidad,Accidente de tránsito,130101,Casado
27738187,Miriam,Paz,Valls,2023-01-03,32,M,Vía pública,Hospital Regional,Neumonía,250101,Soltero
32084778,José Ángel,Tirado,Marquez,2023-07-28,36,M,Clínica,Hospital Regional,Cáncer,170101,Casado
25457816,Adelina,Benet,Chico,2022-08-10,55,M,Clínica,Municipalidad,COVID-19,150101,Divorciado
63339667,Raquel,Paz,Bosch,2024-01-17,6,F,Domicilio,MINSA,Cáncer,040101,Viudo
11868130,Juan Luis,Casals,Sanz,2023-10-29,28,M,Domicilio,RENIEC,Accidente laboral,230101,Viudo
45186708,Daniela,Piquer,Pera,2021-08-11,18,M,Hospital,Hospital Regional,Accidente laboral,160101,Casado
41383044,Adriana,Amaya,Mosquera,2022-07-28,97,F,Vía pública,RENIEC,Infarto,150101,Viudo
96926431,Bernardino,Simó,Matas,2024-02-29,27,M,Vía pública,RENIEC,Accidente laboral,020101,Casado
25659979,Enrique,Arrieta,Arcos,2023-04-12,38,M,Hospital,MINSA,Cáncer,230101,Divorciado
76118957,David,Cabanillas,Guitart,2025-04-06,8,M,Vía pública,RENIEC,Insuficiencia renal,170101,Casado
28208520,Román,Santiago,Peláez,2025-04-14,91,M,Domicilio,Municipalidad,Infarto,220101,Viudo
66254240,Diana,Cortes,Ribera,2021-07-13,30,F,Clínica,RENIEC,Neumonía,110101,Soltero
75679047,Encarnación,Raya,Losa,2020-12-19,67,M,Vía pública,Municipalidad,Infarto,230101,Divorciado
59731689,Isaac,Salcedo,Sales,2022-09-12,47,F,Hospital,Hospital Regional,Accidente laboral,040101,Viudo
